date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:55:02	259380/259380	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202024%2001:47:44%20GMT	https://risingtheme.com/html/demo-newvilla/newvilla/listing-details.html	C:/Users/user/Desktop/Centralised%20property%20reservation%20platform/risingtheme.com/html/demo-newvilla/newvilla/listing-details.html	(from https://risingtheme.com/html/demo-newvilla/newvilla/Home.html)
00:55:03	104655/104655	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202024%2001:47:44%20GMT	https://risingtheme.com/html/demo-newvilla/newvilla/admin/my-properties.html	C:/Users/user/Desktop/Centralised%20property%20reservation%20platform/risingtheme.com/html/demo-newvilla/newvilla/admin/my-properties.html	(from https://risingtheme.com/html/demo-newvilla/newvilla/Home.html)
00:55:03	628548/628548	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202024%2001:47:44%20GMT	https://risingtheme.com/html/demo-newvilla/newvilla/listing-list.html	C:/Users/user/Desktop/Centralised%20property%20reservation%20platform/risingtheme.com/html/demo-newvilla/newvilla/listing-list.html	(from https://risingtheme.com/html/demo-newvilla/newvilla/Home.html)
00:55:03	106879/106879	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202024%2001:47:44%20GMT	https://risingtheme.com/html/demo-newvilla/newvilla/admin/dashboard.html	C:/Users/user/Desktop/Centralised%20property%20reservation%20platform/risingtheme.com/html/demo-newvilla/newvilla/admin/dashboard.html	(from https://risingtheme.com/html/demo-newvilla/newvilla/Home.html)
00:55:03	107101/107101	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202024%2001:47:44%20GMT	https://risingtheme.com/html/demo-newvilla/newvilla/admin/Create-listing.html	C:/Users/user/Desktop/Centralised%20property%20reservation%20platform/risingtheme.com/html/demo-newvilla/newvilla/admin/Create-listing.html	(from https://risingtheme.com/html/demo-newvilla/newvilla/Home.html)
00:55:04	177006/177006	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202024%2001:47:44%20GMT	https://risingtheme.com/html/demo-newvilla/newvilla/admin/chat.html	C:/Users/user/Desktop/Centralised%20property%20reservation%20platform/risingtheme.com/html/demo-newvilla/newvilla/admin/chat.html	(from https://risingtheme.com/html/demo-newvilla/newvilla/Home.html)
00:55:04	100550/100550	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202024%2001:47:44%20GMT	https://risingtheme.com/html/demo-newvilla/newvilla/admin/my-favorites.html	C:/Users/user/Desktop/Centralised%20property%20reservation%20platform/risingtheme.com/html/demo-newvilla/newvilla/admin/my-favorites.html	(from https://risingtheme.com/html/demo-newvilla/newvilla/Home.html)
00:55:04	91945/91945	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202024%2001:47:44%20GMT	https://risingtheme.com/html/demo-newvilla/newvilla/admin/my-package.html	C:/Users/user/Desktop/Centralised%20property%20reservation%20platform/risingtheme.com/html/demo-newvilla/newvilla/admin/my-package.html	(from https://risingtheme.com/html/demo-newvilla/newvilla/Home.html)
00:55:05	105131/105131	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202024%2001:47:44%20GMT	https://risingtheme.com/html/demo-newvilla/newvilla/admin/profile.html	C:/Users/user/Desktop/Centralised%20property%20reservation%20platform/risingtheme.com/html/demo-newvilla/newvilla/admin/profile.html	(from https://risingtheme.com/html/demo-newvilla/newvilla/Home.html)
00:55:05	197767/197767	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202024%2001:47:44%20GMT	https://risingtheme.com/html/demo-newvilla/newvilla/admin/reviews.html	C:/Users/user/Desktop/Centralised%20property%20reservation%20platform/risingtheme.com/html/demo-newvilla/newvilla/admin/reviews.html	(from https://risingtheme.com/html/demo-newvilla/newvilla/Home.html)
00:55:05	98034/98034	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202024%2001:47:44%20GMT	https://risingtheme.com/html/demo-newvilla/newvilla/admin/saved-search.html	C:/Users/user/Desktop/Centralised%20property%20reservation%20platform/risingtheme.com/html/demo-newvilla/newvilla/admin/saved-search.html	(from https://risingtheme.com/html/demo-newvilla/newvilla/Home.html)
00:55:06	82627/82627	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202024%2001:47:44%20GMT	https://risingtheme.com/html/demo-newvilla/newvilla/admin/settings.html	C:/Users/user/Desktop/Centralised%20property%20reservation%20platform/risingtheme.com/html/demo-newvilla/newvilla/admin/settings.html	(from https://risingtheme.com/html/demo-newvilla/newvilla/Home.html)
00:55:06	143521/143521	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202024%2001:47:44%20GMT	https://risingtheme.com/html/demo-newvilla/newvilla/blog.html	C:/Users/user/Desktop/Centralised%20property%20reservation%20platform/risingtheme.com/html/demo-newvilla/newvilla/blog.html	(from https://risingtheme.com/html/demo-newvilla/newvilla/Home.html)
00:55:07	202155/202155	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202024%2001:47:44%20GMT	https://risingtheme.com/html/demo-newvilla/newvilla/about.html	C:/Users/user/Desktop/Centralised%20property%20reservation%20platform/risingtheme.com/html/demo-newvilla/newvilla/about.html	(from https://risingtheme.com/html/demo-newvilla/newvilla/Home.html)
00:55:07	105371/105371	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202024%2001:47:44%20GMT	https://risingtheme.com/html/demo-newvilla/newvilla/contact.html	C:/Users/user/Desktop/Centralised%20property%20reservation%20platform/risingtheme.com/html/demo-newvilla/newvilla/contact.html	(from https://risingtheme.com/html/demo-newvilla/newvilla/Home.html)
00:55:08	90599/90599	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202024%2001:47:44%20GMT	https://risingtheme.com/html/demo-newvilla/newvilla/project.html	C:/Users/user/Desktop/Centralised%20property%20reservation%20platform/risingtheme.com/html/demo-newvilla/newvilla/project.html	(from https://risingtheme.com/html/demo-newvilla/newvilla/Home.html)
00:55:08	120797/120797	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202024%2001:47:42%20GMT	https://risingtheme.com/html/demo-newvilla/newvilla/project-details.html	C:/Users/user/Desktop/Centralised%20property%20reservation%20platform/risingtheme.com/html/demo-newvilla/newvilla/project-details.html	(from https://risingtheme.com/html/demo-newvilla/newvilla/Home.html)
00:55:08	102655/102655	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202024%2001:47:42%20GMT	https://risingtheme.com/html/demo-newvilla/newvilla/services-details.html	C:/Users/user/Desktop/Centralised%20property%20reservation%20platform/risingtheme.com/html/demo-newvilla/newvilla/services-details.html	(from https://risingtheme.com/html/demo-newvilla/newvilla/Home.html)
00:55:09	116776/116776	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202024%2006:14:12%20GMT	https://risingtheme.com/html/demo-newvilla/newvilla/login.php	C:/Users/user/Desktop/Centralised%20property%20reservation%20platform/risingtheme.com/html/demo-newvilla/newvilla/login.php	(from https://risingtheme.com/html/demo-newvilla/newvilla/Home.html)
00:55:09	85723/85723	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202024%2001:47:42%20GMT	https://risingtheme.com/html/demo-newvilla/newvilla/sign-up.html	C:/Users/user/Desktop/Centralised%20property%20reservation%20platform/risingtheme.com/html/demo-newvilla/newvilla/sign-up.html	(from https://risingtheme.com/html/demo-newvilla/newvilla/Home.html)
00:55:09	82487/82487	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Jul%202024%2001:47:44%20GMT	https://risingtheme.com/html/demo-newvilla/newvilla/404.html	C:/Users/user/Desktop/Centralised%20property%20reservation%20platform/risingtheme.com/html/demo-newvilla/newvilla/404.html	(from https://risingtheme.com/html/demo-newvilla/newvilla/Home.html)
00:55:10	214893/214893	---M--	200	added ('OK')	image/png	date:Sat,%2021%20Oct%202023%2016:16:30%20GMT	https://risingtheme.com/html/demo-newvilla/newvilla/assets/img/gallery/gallery1.png	C:/Users/user/Desktop/Centralised%20property%20reservation%20platform/risingtheme.com/html/demo-newvilla/newvilla/assets/img/gallery/gallery1.png	(from https://risingtheme.com/html/demo-newvilla/newvilla/Home.html)
00:55:11	265520/265520	---M--	200	added ('OK')	image/png	date:Sat,%2021%20Oct%202023%2016:17:30%20GMT	https://risingtheme.com/html/demo-newvilla/newvilla/assets/img/gallery/gallery2.png	C:/Users/user/Desktop/Centralised%20property%20reservation%20platform/risingtheme.com/html/demo-newvilla/newvilla/assets/img/gallery/gallery2.png	(from https://risingtheme.com/html/demo-newvilla/newvilla/Home.html)
00:55:11	250845/250845	---M--	200	added ('OK')	image/png	date:Sat,%2021%20Oct%202023%2016:18:50%20GMT	https://risingtheme.com/html/demo-newvilla/newvilla/assets/img/gallery/gallery4.png	C:/Users/user/Desktop/Centralised%20property%20reservation%20platform/risingtheme.com/html/demo-newvilla/newvilla/assets/img/gallery/gallery4.png	(from https://risingtheme.com/html/demo-newvilla/newvilla/Home.html)
00:55:11	236390/236390	---M--	200	added ('OK')	image/png	date:Sat,%2021%20Oct%202023%2016:18:12%20GMT	https://risingtheme.com/html/demo-newvilla/newvilla/assets/img/gallery/gallery3.png	C:/Users/user/Desktop/Centralised%20property%20reservation%20platform/risingtheme.com/html/demo-newvilla/newvilla/assets/img/gallery/gallery3.png	(from https://risingtheme.com/html/demo-newvilla/newvilla/Home.html)
00:55:12	243222/243222	---M--	200	added ('OK')	image/png	date:Sat,%2027%20Apr%202024%2015:55:56%20GMT	https://risingtheme.com/html/demo-newvilla/newvilla/assets/img/other/about-thumb1.png	C:/Users/user/Desktop/Centralised%20property%20reservation%20platform/risingtheme.com/html/demo-newvilla/newvilla/assets/img/other/about-thumb1.png	(from https://risingtheme.com/html/demo-newvilla/newvilla/Home.html)
00:55:13	135098/135098	---M--	200	added ('OK')	image/png	date:Sat,%2027%20Apr%202024%2015:56:36%20GMT	https://risingtheme.com/html/demo-newvilla/newvilla/assets/img/other/about-thumb2.png	C:/Users/user/Desktop/Centralised%20property%20reservation%20platform/risingtheme.com/html/demo-newvilla/newvilla/assets/img/other/about-thumb2.png	(from https://risingtheme.com/html/demo-newvilla/newvilla/Home.html)
00:55:13	10606/10606	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Oct%202023%2016:06:06%20GMT	https://risingtheme.com/html/demo-newvilla/newvilla/assets/img/other/about-info-icon.png	C:/Users/user/Desktop/Centralised%20property%20reservation%20platform/risingtheme.com/html/demo-newvilla/newvilla/assets/img/other/about-info-icon.png	(from https://risingtheme.com/html/demo-newvilla/newvilla/Home.html)
00:55:13	231714/231714	---M--	200	added ('OK')	image/png	date:Sat,%2021%20Oct%202023%2016:19:20%20GMT	https://risingtheme.com/html/demo-newvilla/newvilla/assets/img/gallery/gallery5.png	C:/Users/user/Desktop/Centralised%20property%20reservation%20platform/risingtheme.com/html/demo-newvilla/newvilla/assets/img/gallery/gallery5.png	(from https://risingtheme.com/html/demo-newvilla/newvilla/Home.html)
00:55:13	10734/10734	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Oct%202023%2016:07:52%20GMT	https://risingtheme.com/html/demo-newvilla/newvilla/assets/img/other/about-info-icon2.png	C:/Users/user/Desktop/Centralised%20property%20reservation%20platform/risingtheme.com/html/demo-newvilla/newvilla/assets/img/other/about-info-icon2.png	(from https://risingtheme.com/html/demo-newvilla/newvilla/Home.html)
00:55:13	4597/4597	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Oct%202023%2000:34:08%20GMT	https://risingtheme.com/html/demo-newvilla/newvilla/assets/img/property/properties-author.png	C:/Users/user/Desktop/Centralised%20property%20reservation%20platform/risingtheme.com/html/demo-newvilla/newvilla/assets/img/property/properties-author.png	(from https://risingtheme.com/html/demo-newvilla/newvilla/Home.html)
00:55:14	412512/412512	---M--	200	added ('OK')	image/png	date:Tue,%2024%20Oct%202023%2000:21:44%20GMT	https://risingtheme.com/html/demo-newvilla/newvilla/assets/img/property/properties1.png	C:/Users/user/Desktop/Centralised%20property%20reservation%20platform/risingtheme.com/html/demo-newvilla/newvilla/assets/img/property/properties1.png	(from https://risingtheme.com/html/demo-newvilla/newvilla/Home.html)
00:55:14	430566/430566	---M--	200	added ('OK')	image/png	date:Tue,%2024%20Oct%202023%2000:22:42%20GMT	https://risingtheme.com/html/demo-newvilla/newvilla/assets/img/property/properties2.png	C:/Users/user/Desktop/Centralised%20property%20reservation%20platform/risingtheme.com/html/demo-newvilla/newvilla/assets/img/property/properties2.png	(from https://risingtheme.com/html/demo-newvilla/newvilla/Home.html)
00:55:15	4133/4133	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Oct%202023%2020:08:38%20GMT	https://risingtheme.com/html/demo-newvilla/newvilla/assets/img/other/location-map1.png	C:/Users/user/Desktop/Centralised%20property%20reservation%20platform/risingtheme.com/html/demo-newvilla/newvilla/assets/img/other/location-map1.png	(from https://risingtheme.com/html/demo-newvilla/newvilla/Home.html)
00:55:15	5053/5053	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Oct%202023%2021:14:30%20GMT	https://risingtheme.com/html/demo-newvilla/newvilla/assets/img/other/location-map2.png	C:/Users/user/Desktop/Centralised%20property%20reservation%20platform/risingtheme.com/html/demo-newvilla/newvilla/assets/img/other/location-map2.png	(from https://risingtheme.com/html/demo-newvilla/newvilla/Home.html)
00:55:15	3393/3393	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Oct%202023%2023:44:54%20GMT	https://risingtheme.com/html/demo-newvilla/newvilla/assets/img/other/location-map3.png	C:/Users/user/Desktop/Centralised%20property%20reservation%20platform/risingtheme.com/html/demo-newvilla/newvilla/assets/img/other/location-map3.png	(from https://risingtheme.com/html/demo-newvilla/newvilla/Home.html)
00:55:15	452457/452457	---M--	200	added ('OK')	image/png	date:Tue,%2024%20Oct%202023%2000:22:58%20GMT	https://risingtheme.com/html/demo-newvilla/newvilla/assets/img/property/properties3.png	C:/Users/user/Desktop/Centralised%20property%20reservation%20platform/risingtheme.com/html/demo-newvilla/newvilla/assets/img/property/properties3.png	(from https://risingtheme.com/html/demo-newvilla/newvilla/Home.html)
00:55:16	515286/515286	---M--	200	added ('OK')	image/png	date:Tue,%2024%20Oct%202023%2000:24:22%20GMT	https://risingtheme.com/html/demo-newvilla/newvilla/assets/img/property/properties4.png	C:/Users/user/Desktop/Centralised%20property%20reservation%20platform/risingtheme.com/html/demo-newvilla/newvilla/assets/img/property/properties4.png	(from https://risingtheme.com/html/demo-newvilla/newvilla/Home.html)
00:55:16	331483/331483	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Oct%202023%2020:15:26%20GMT	https://risingtheme.com/html/demo-newvilla/newvilla/assets/img/other/location-thumb1.png	C:/Users/user/Desktop/Centralised%20property%20reservation%20platform/risingtheme.com/html/demo-newvilla/newvilla/assets/img/other/location-thumb1.png	(from https://risingtheme.com/html/demo-newvilla/newvilla/Home.html)
00:55:16	289128/289128	---M--	200	added ('OK')	image/png	date:Wed,%2005%20Jun%202024%2014:41:44%20GMT	https://risingtheme.com/html/demo-newvilla/newvilla/assets/img/other/location-thumb2.png	C:/Users/user/Desktop/Centralised%20property%20reservation%20platform/risingtheme.com/html/demo-newvilla/newvilla/assets/img/other/location-thumb2.png	(from https://risingtheme.com/html/demo-newvilla/newvilla/Home.html)
00:55:17	282183/282183	---M--	200	added ('OK')	image/png	date:Wed,%2005%20Jun%202024%2014:41:44%20GMT	https://risingtheme.com/html/demo-newvilla/newvilla/assets/img/other/location-thumb3.png	C:/Users/user/Desktop/Centralised%20property%20reservation%20platform/risingtheme.com/html/demo-newvilla/newvilla/assets/img/other/location-thumb3.png	(from https://risingtheme.com/html/demo-newvilla/newvilla/Home.html)
00:55:17	259141/259141	---M--	200	added ('OK')	image/png	date:Wed,%2005%20Jun%202024%2014:41:44%20GMT	https://risingtheme.com/html/demo-newvilla/newvilla/assets/img/other/location-thumb4.png	C:/Users/user/Desktop/Centralised%20property%20reservation%20platform/risingtheme.com/html/demo-newvilla/newvilla/assets/img/other/location-thumb4.png	(from https://risingtheme.com/html/demo-newvilla/newvilla/Home.html)
00:55:17	321114/321114	---M--	200	added ('OK')	image/png	date:Wed,%2005%20Jun%202024%2014:41:44%20GMT	https://risingtheme.com/html/demo-newvilla/newvilla/assets/img/other/location-thumb5.png	C:/Users/user/Desktop/Centralised%20property%20reservation%20platform/risingtheme.com/html/demo-newvilla/newvilla/assets/img/other/location-thumb5.png	(from https://risingtheme.com/html/demo-newvilla/newvilla/Home.html)
00:55:17	3753/3753	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Oct%202023%2023:45:42%20GMT	https://risingtheme.com/html/demo-newvilla/newvilla/assets/img/other/location-map4.png	C:/Users/user/Desktop/Centralised%20property%20reservation%20platform/risingtheme.com/html/demo-newvilla/newvilla/assets/img/other/location-map4.png	(from https://risingtheme.com/html/demo-newvilla/newvilla/Home.html)
00:55:17	288497/288497	---M--	200	added ('OK')	image/png	date:Wed,%2005%20Jun%202024%2014:41:44%20GMT	https://risingtheme.com/html/demo-newvilla/newvilla/assets/img/other/location-thumb6.png	C:/Users/user/Desktop/Centralised%20property%20reservation%20platform/risingtheme.com/html/demo-newvilla/newvilla/assets/img/other/location-thumb6.png	(from https://risingtheme.com/html/demo-newvilla/newvilla/Home.html)
00:55:18	3569/3569	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Oct%202023%2023:46:10%20GMT	https://risingtheme.com/html/demo-newvilla/newvilla/assets/img/other/location-map5.png	C:/Users/user/Desktop/Centralised%20property%20reservation%20platform/risingtheme.com/html/demo-newvilla/newvilla/assets/img/other/location-map5.png	(from https://risingtheme.com/html/demo-newvilla/newvilla/Home.html)
00:55:18	4052/4052	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Oct%202023%2023:46:34%20GMT	https://risingtheme.com/html/demo-newvilla/newvilla/assets/img/other/location-map6.png	C:/Users/user/Desktop/Centralised%20property%20reservation%20platform/risingtheme.com/html/demo-newvilla/newvilla/assets/img/other/location-map6.png	(from https://risingtheme.com/html/demo-newvilla/newvilla/Home.html)
00:55:18	5406/5406	---M--	200	added ('OK')	image/png	date:Sat,%2021%20Oct%202023%2023:26:36%20GMT	https://risingtheme.com/html/demo-newvilla/newvilla/assets/img/other/shape-250+.png	C:/Users/user/Desktop/Centralised%20property%20reservation%20platform/risingtheme.com/html/demo-newvilla/newvilla/assets/img/other/shape-250+.png	(from https://risingtheme.com/html/demo-newvilla/newvilla/Home.html)
00:55:22	505494/505494	---M--	200	added ('OK')	image/png	date:Sat,%2018%20Nov%202023%2016:17:10%20GMT	https://risingtheme.com/html/demo-newvilla/newvilla/assets/img/property/popular-properties1.png	C:/Users/user/Desktop/Centralised%20property%20reservation%20platform/risingtheme.com/html/demo-newvilla/newvilla/assets/img/property/popular-properties1.png	(from https://risingtheme.com/html/demo-newvilla/newvilla/Home.html)
00:55:22	640746/640746	---M--	200	added ('OK')	image/png	date:Sat,%2018%20Nov%202023%2016:19:08%20GMT	https://risingtheme.com/html/demo-newvilla/newvilla/assets/img/property/popular-properties2.png	C:/Users/user/Desktop/Centralised%20property%20reservation%20platform/risingtheme.com/html/demo-newvilla/newvilla/assets/img/property/popular-properties2.png	(from https://risingtheme.com/html/demo-newvilla/newvilla/Home.html)
00:55:22	572409/572409	---M--	200	added ('OK')	image/png	date:Sat,%2018%20Nov%202023%2016:18:56%20GMT	https://risingtheme.com/html/demo-newvilla/newvilla/assets/img/property/popular-properties3.png	C:/Users/user/Desktop/Centralised%20property%20reservation%20platform/risingtheme.com/html/demo-newvilla/newvilla/assets/img/property/popular-properties3.png	(from https://risingtheme.com/html/demo-newvilla/newvilla/Home.html)
00:55:22	609389/609389	---M--	200	added ('OK')	image/png	date:Sat,%2018%20Nov%202023%2016:19:40%20GMT	https://risingtheme.com/html/demo-newvilla/newvilla/assets/img/property/popular-properties4.png	C:/Users/user/Desktop/Centralised%20property%20reservation%20platform/risingtheme.com/html/demo-newvilla/newvilla/assets/img/property/popular-properties4.png	(from https://risingtheme.com/html/demo-newvilla/newvilla/Home.html)
00:55:22	10192/10192	---M--	200	added ('OK')	image/png	date:Sat,%2021%20Oct%202023%2023:18:36%20GMT	https://risingtheme.com/html/demo-newvilla/newvilla/assets/img/other/shape1.png	C:/Users/user/Desktop/Centralised%20property%20reservation%20platform/risingtheme.com/html/demo-newvilla/newvilla/assets/img/other/shape1.png	(from https://risingtheme.com/html/demo-newvilla/newvilla/Home.html)
00:55:23	10104/10104	---M--	200	added ('OK')	image/png	date:Sat,%2021%20Oct%202023%2023:24:08%20GMT	https://risingtheme.com/html/demo-newvilla/newvilla/assets/img/other/shape2.png	C:/Users/user/Desktop/Centralised%20property%20reservation%20platform/risingtheme.com/html/demo-newvilla/newvilla/assets/img/other/shape2.png	(from https://risingtheme.com/html/demo-newvilla/newvilla/Home.html)
00:55:23	2922/2922	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Jan%202023%2018:49:30%20GMT	https://risingtheme.com/html/demo-newvilla/newvilla/assets/img/other/testimonial-author-thumb3.png	C:/Users/user/Desktop/Centralised%20property%20reservation%20platform/risingtheme.com/html/demo-newvilla/newvilla/assets/img/other/testimonial-author-thumb3.png	(from https://risingtheme.com/html/demo-newvilla/newvilla/Home.html)
